model,estimand,variant,target_population,estimate,ci_low,ci_high,eligible_n,direction_stability,absolute_percentage_change,ci_overlap,threshold_crossed,analysis_status,authorization_status,primary_estimand_executed,results_authorized,percentage_change_reason,estimator,covariance_type,adjustment_set,capture_cut_points,excluded_geography_id,flagged_area_count,omitted_year,included_years,temporal_adjustment_covariates
C2,C2,leave_one_area_out:66,eligible_community_areas_excluding_one,-2.61613623669,-4.84340330236,-0.388869171022,75,True,0.442187673468,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,66,,,,
C2,C2,leave_one_area_out:67,eligible_community_areas_excluding_one,-2.73040359888,-4.93302680497,-0.527780392794,75,True,4.8292924722,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,67,,,,
C2,C2,leave_one_area_out:68,eligible_community_areas_excluding_one,-2.52217616097,-4.75693948291,-0.287412839035,75,True,3.16525272919,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,68,,,,
C2,C2,leave_one_area_out:69,eligible_community_areas_excluding_one,-2.57597209083,-4.83000762747,-0.321936554193,75,True,1.09984772183,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,69,,,,
C2,C2,leave_one_area_out:70,eligible_community_areas_excluding_one,-2.49382687324,-4.73514986177,-0.252503884718,75,True,4.25367635116,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,70,,,,
C2,C2,leave_one_area_out:71,eligible_community_areas_excluding_one,-2.59433633214,-4.81833828623,-0.370334378055,75,True,0.394783304118,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,71,,,,
C2,C2,leave_one_area_out:72,eligible_community_areas_excluding_one,-2.59110029037,-4.84651500632,-0.33568557443,75,True,0.519025730894,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,72,,,,
C2,C2,leave_one_area_out:73,eligible_community_areas_excluding_one,-2.54184705233,-4.75183574261,-0.331858362048,75,True,2.4100216622,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,73,,,,
C2,C2,leave_one_area_out:74,eligible_community_areas_excluding_one,-2.68703420539,-5.33448267708,-0.0395857336896,75,True,3.16419693959,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,74,,,,
C2,C2,leave_one_area_out:75,eligible_community_areas_excluding_one,-2.622883941,-4.95284612207,-0.292921759935,75,True,0.701254526884,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,75,,,,
C2,C2,leave_one_area_out:77,eligible_community_areas_excluding_one,-2.56350888551,-4.80323517129,-0.323782599731,75,True,1.57835170423,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,77,,,,
C2,C2,leave_one_primary_year_out:2022,pooled_2022_2024_eligible_community_areas,-2.51036823863,-4.46773478623,-0.553001691021,76,True,3.61859821457,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3_adjusted_temporal,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,,,2022,2023|2024,compatible_pooled_acs_covariates_plus_period_capture
C2,C2,leave_one_primary_year_out:2023,pooled_2022_2024_eligible_community_areas,-2.99841898412,-5.66169716379,-0.335140804446,76,True,15.1192961983,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3_adjusted_temporal,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,,,2023,2022|2024,compatible_pooled_acs_covariates_plus_period_capture
C2,C2,leave_one_primary_year_out:2024,pooled_2022_2024_eligible_community_areas,-2.0903522597,-4.3951620544,0.214457535008,76,True,19.7444112322,True,not_crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,unweighted_ols_hc3_adjusted_temporal,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,,,2024,2022|2023,compatible_pooled_acs_covariates_plus_period_capture
C2,C2,population_weighted_ols,population_weighted_community_area_adult_population,-3.9743059604,-6.77615962952,-1.17245229128,76,True,52.5868490898,True,crossed:sign_change_or_absolute_percentage_change_gt_30,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False,available,population_weighted_ols_hc3,HC3,pct_age_65_plus|pct_female|pct_below_fpl|capture_rate_mean_2022_2024,,,,,,
